,Modelled_0,Modelled_1,max,min
0,1.164836049079895,0.7274431586265564,1.164836049079895,0.7274431586265564
1,0.6626768708229065,0.5802837610244751,0.6626768708229065,0.5802837610244751
2,0.5778138637542725,0.5613456964492798,0.5778138637542725,0.5613456964492798
3,0.560907781124115,0.546142578125,0.560907781124115,0.546142578125
4,0.5492256283760071,0.5339800119400024,0.5492256283760071,0.5339800119400024
5,0.5387938022613525,0.5224189162254333,0.5387938022613525,0.5224189162254333
6,0.527747631072998,0.5129449367523193,0.527747631072998,0.5129449367523193
7,0.5213492512702942,0.5047668218612671,0.5213492512702942,0.5047668218612671
8,0.5141510963439941,0.49862414598464966,0.5141510963439941,0.49862414598464966
9,0.5082059502601624,0.4926367998123169,0.5082059502601624,0.4926367998123169
10,0.501953661441803,0.4876166582107544,0.501953661441803,0.4876166582107544
11,0.49792274832725525,0.48320335149765015,0.49792274832725525,0.48320335149765015
12,0.4937656819820404,0.480043888092041,0.4937656819820404,0.480043888092041
13,0.4895666837692261,0.4781762361526489,0.4895666837692261,0.4781762361526489
14,0.48677387833595276,0.47518977522850037,0.48677387833595276,0.47518977522850037
15,0.48359259963035583,0.47291746735572815,0.48359259963035583,0.47291746735572815
16,0.48130732774734497,0.4709067940711975,0.48130732774734497,0.4709067940711975
17,0.4788205027580261,0.468941867351532,0.4788205027580261,0.468941867351532
18,0.47713518142700195,0.4681864380836487,0.47713518142700195,0.4681864380836487
19,0.4754590392112732,0.46704256534576416,0.4754590392112732,0.46704256534576416
20,0.47327473759651184,0.46577367186546326,0.47327473759651184,0.46577367186546326
21,0.47176939249038696,0.46520760655403137,0.47176939249038696,0.46520760655403137
22,0.4706376791000366,0.46457186341285706,0.4706376791000366,0.46457186341285706
23,0.46953967213630676,0.46391722559928894,0.46953967213630676,0.46391722559928894
24,0.46892890334129333,0.4628910720348358,0.46892890334129333,0.4628910720348358
25,0.4678286910057068,0.4627203941345215,0.4678286910057068,0.4627203941345215
26,0.4668399393558502,0.4626053273677826,0.4668399393558502,0.4626053273677826
27,0.4667457044124603,0.4624028205871582,0.4667457044124603,0.4624028205871582
28,0.4659261703491211,0.4619360864162445,0.4659261703491211,0.4619360864162445
29,0.4654987156391144,0.46177294850349426,0.4654987156391144,0.46177294850349426
30,0.4647831618785858,0.46143659949302673,0.4647831618785858,0.46143659949302673
31,0.4643942415714264,0.4610669016838074,0.4643942415714264,0.4610669016838074
32,0.463788777589798,0.4612134099006653,0.463788777589798,0.4612134099006653
33,0.4637727439403534,0.4608888030052185,0.4637727439403534,0.4608888030052185
34,0.46337229013442993,0.46071502566337585,0.46337229013442993,0.46071502566337585
35,0.46322765946388245,0.4606785178184509,0.46322765946388245,0.4606785178184509
36,0.4624573290348053,0.4606303870677948,0.4624573290348053,0.4606303870677948
37,0.46266970038414,0.4606432616710663,0.46266970038414,0.4606432616710663
38,0.4624309539794922,0.46059149503707886,0.4624309539794922,0.46059149503707886
39,0.4621185064315796,0.4604525566101074,0.4621185064315796,0.4604525566101074
40,0.46172353625297546,0.46030762791633606,0.46172353625297546,0.46030762791633606
41,0.46240735054016113,0.4604262113571167,0.46240735054016113,0.4604262113571167
42,0.4617002308368683,0.45987507700920105,0.4617002308368683,0.45987507700920105
43,0.46197834610939026,0.4602561891078949,0.46197834610939026,0.4602561891078949
44,0.46198657155036926,0.4602058529853821,0.46198657155036926,0.4602058529853821
45,0.46175965666770935,0.46001479029655457,0.46175965666770935,0.46001479029655457
46,0.46155649423599243,0.4598744213581085,0.46155649423599243,0.4598744213581085
47,0.46123871207237244,0.45972558856010437,0.46123871207237244,0.45972558856010437
48,0.4611622393131256,0.4597480893135071,0.4611622393131256,0.4597480893135071
49,0.4609926640987396,0.45979130268096924,0.4609926640987396,0.45979130268096924
