,Modelled_0,Modelled_1,max,min
0,0.47572383284568787,0.47482195496559143,0.47572383284568787,0.47482195496559143
1,0.42643728852272034,0.4248499572277069,0.42643728852272034,0.4248499572277069
2,0.4152345359325409,0.41411224007606506,0.4152345359325409,0.41411224007606506
3,0.4102168083190918,0.4080977141857147,0.4102168083190918,0.4080977141857147
4,0.4077892005443573,0.405042827129364,0.4077892005443573,0.405042827129364
5,0.40399861335754395,0.4020310342311859,0.40399861335754395,0.4020310342311859
6,0.4027138352394104,0.4018430709838867,0.4027138352394104,0.4018430709838867
7,0.4008554220199585,0.3995729684829712,0.4008554220199585,0.3995729684829712
8,0.3992729187011719,,0.3992729187011719,0.3992729187011719
9,0.3984144926071167,,0.3984144926071167,0.3984144926071167
10,0.3983604609966278,,0.3983604609966278,0.3983604609966278
11,0.3968854248523712,,0.3968854248523712,0.3968854248523712
12,0.39586445689201355,,0.39586445689201355,0.39586445689201355
13,0.39480724930763245,,0.39480724930763245,0.39480724930763245
14,0.39396440982818604,,0.39396440982818604,0.39396440982818604
15,0.3928098678588867,,0.3928098678588867,0.3928098678588867
16,0.3910335898399353,,0.3910335898399353,0.3910335898399353
17,0.392638236284256,,0.392638236284256,0.392638236284256
18,0.3917521834373474,,0.3917521834373474,0.3917521834373474
19,0.3912281095981598,,0.3912281095981598,0.3912281095981598
20,0.3896445631980896,,0.3896445631980896,0.3896445631980896
