,Modelled_0,Modelled_1,max,min
0,1.2313365936279297,1.0498626232147217,1.2313365936279297,1.0498626232147217
1,0.8469027876853943,0.7584338188171387,0.8469027876853943,0.7584338188171387
2,0.6964867115020752,0.6523338556289673,0.6964867115020752,0.6523338556289673
3,0.6177731156349182,0.6014333367347717,0.6177731156349182,0.6014333367347717
4,0.5811483263969421,0.5731645822525024,0.5811483263969421,0.5731645822525024
5,0.5569736957550049,0.5567479133605957,0.5569736957550049,0.5567479133605957
6,0.5412731170654297,0.5375683307647705,0.5412731170654297,0.5375683307647705
7,0.5293232202529907,0.5271788239479065,0.5293232202529907,0.5271788239479065
8,0.5197699069976807,0.5152390003204346,0.5197699069976807,0.5152390003204346
9,0.5146170258522034,0.5055747032165527,0.5146170258522034,0.5055747032165527
10,0.5071601867675781,0.49621573090553284,0.5071601867675781,0.49621573090553284
11,0.49851667881011963,0.49117597937583923,0.49851667881011963,0.49117597937583923
12,0.49500012397766113,0.48312515020370483,0.49500012397766113,0.48312515020370483
13,0.4898790121078491,0.47461482882499695,0.4898790121078491,0.47461482882499695
14,0.48471951484680176,0.47139880061149597,0.48471951484680176,0.47139880061149597
15,0.4806421399116516,0.4667600989341736,0.4806421399116516,0.4667600989341736
16,0.4774400591850281,0.4631282091140747,0.4774400591850281,0.4631282091140747
17,0.47070470452308655,0.4602629244327545,0.47070470452308655,0.4602629244327545
18,0.46982163190841675,0.45517498254776,0.46982163190841675,0.45517498254776
19,0.46481990814208984,0.4525056481361389,0.46481990814208984,0.4525056481361389
20,0.46216240525245667,0.44811367988586426,0.46216240525245667,0.44811367988586426
21,0.4586524963378906,0.4460446536540985,0.4586524963378906,0.4460446536540985
22,0.4563210606575012,0.44239237904548645,0.4563210606575012,0.44239237904548645
23,0.4530229866504669,0.4410897493362427,0.4530229866504669,0.4410897493362427
24,0.4525323808193207,0.43793222308158875,0.4525323808193207,0.43793222308158875
