,Modelled_0,Modelled_1,max,min
0,0.28982147574424744,0.24500447511672974,0.28982147574424744,0.24500447511672974
1,0.18616575002670288,0.17987877130508423,0.18616575002670288,0.17987877130508423
2,0.1764763593673706,0.17271164059638977,0.1764763593673706,0.17271164059638977
3,0.1722021847963333,0.1716621071100235,0.1722021847963333,0.1716621071100235
4,0.169956237077713,0.17029573023319244,0.17029573023319244,0.169956237077713
5,0.16850991547107697,0.16901759803295135,0.16901759803295135,0.16850991547107697
6,0.1686757653951645,0.16850803792476654,0.1686757653951645,0.16850803792476654
7,0.1672079861164093,0.1684587448835373,0.1684587448835373,0.1672079861164093
8,0.16707919538021088,0.16804730892181396,0.16804730892181396,0.16707919538021088
9,0.16731803119182587,0.16677522659301758,0.16731803119182587,0.16677522659301758
10,0.1673172414302826,0.16705222427845,0.1673172414302826,0.16705222427845
11,0.16701248288154602,0.16694913804531097,0.16701248288154602,0.16694913804531097
12,0.16620688140392303,0.16588054597377777,0.16620688140392303,0.16588054597377777
13,,0.16702310740947723,0.16702310740947723,0.16702310740947723
14,,0.16684599220752716,0.16684599220752716,0.16684599220752716
